video_id,trending_date,title,channel_title,category_id,publish_time,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled,video_error_or_removed
-EL8TuMsb-k,18.27.04,Full Face TESTING BEAUTY GURUS Makeup FAVORITES! WORTH it or TOSS it?!,Sylvia Gani,26,2018-04-09T00:07:02.000Z,565288,20907,423,2256,False,False,False
WQd6x4KmVhA,17.29.12,Where Were You When You Found Out You Hit No. 1? | Cardi B,Billboard,10,2017-12-22T15:58:16.000Z,15838,702,28,52,False,False,False
TjXQzRWmb_I,18.23.05,Destination Wedding Trailer #1 (2018) | Movieclips Trailers,Movieclips Trailers,1,2018-05-16T20:29:17.000Z,3750515,48426,1438,5963,False,False,False
KODzih-pYlU,17.15.11,BLIND(folded) CAKE DECORATING CONTEST (with Molly Burke) // Grace Helbig,Grace Helbig,22,2017-11-11T18:08:04.000Z,212310,7589,227,463,False,False,False
LU6xDgpnIyM,17.07.12,CONFRONTING MY DAD,shane,23,2017-11-29T20:00:02.000Z,4605055,496499,3622,81051,False,False,False
tn0hCTyj2Kc,18.11.06,The Sims 4 Seasons: Official Reveal Trailer,The Sims,20,2018-05-24T16:59:24.000Z,1709668,76991,1376,18095,False,False,False
MgMLdq9DnNc,18.03.03,February Favorites 2018,Jenn Im,26,2018-02-28T18:20:41.000Z,209602,9096,334,704,False,False,False
9POblaMln4Q,18.10.05,Types Of People at the Gym,MamaMiaMakeup,23,2018-04-22T21:35:35.000Z,1307148,50344,1745,2507,False,False,False
13xFL17XmYU,18.17.05,Little Kid Runs in Slow Motion During Baseball Game - 988585,RM Videos,24,2018-04-30T18:57:01.000Z,310140,1521,246,474,False,False,False
FO6My1joJVc,18.02.05,Making the Hulkbuster Part 2 - Body Arms and hips,colinfurze,24,2018-04-26T15:00:03.000Z,1590943,60907,684,3753,False,False,False
_zCDvOsdL9Q,18.14.05,INTERROGATING ZUCKERBERG — A Bad Lip Reading,Bad Lip Reading,23,2018-04-24T16:04:41.000Z,7518982,319493,4322,13582,False,False,False
t4YAyT4ihIQ,17.15.11,Getting My Driver's License | Lele Pons,Lele Pons,23,2017-11-10T18:30:01.000Z,3643894,125205,8702,5687,False,False,False
ZEqWh6fl_sA,18.01.06,Man scales building to save dangling child,CNN,25,2018-05-28T18:36:47.000Z,972464,13117,580,4995,False,False,False
3ILxrRlf3KY,18.10.02,ETRADE Super Bowl Commercial 2018  This Is Getting Old,SB-LII Commercials,10,2018-02-05T00:21:54.000Z,846878,6193,543,577,False,False,False
lw_KFCgcvA4,17.18.12,3 EVERYDAY LOOKS | Samantha Maria,Samantha Maria,26,2017-12-13T17:00:04.000Z,63955,4084,92,169,False,False,False
lY_0mkYDZDU,17.15.11,Foster The People - Sit Next to Me (Official Video),fosterthepeopleVEVO,10,2017-11-10T17:00:05.000Z,357078,19783,610,1732,False,False,False
nsZvmFUXkrI,18.05.04,"Racist Superman | Rudy Mancuso, Alesso & King Bach",Rudy Mancuso,23,2018-04-04T16:00:01.000Z,1618550,116412,3655,13185,False,False,False
SoKQzAhXkbw,18.16.05,Things Not To Say To Amputees,BBC Three,24,2018-05-08T11:00:04.000Z,487910,10527,246,963,False,False,False
eIp7PYuAu0k,18.28.04,Cast of Avengers: Infinity War Reveals Least Trustworthy Avenger,Jimmy Kimmel Live,24,2018-04-24T07:30:03.000Z,4174131,60869,1845,2591,False,False,False
tMazN5uH49U,18.01.05,"$1,500 Rent: New York Vs. Houston",BuzzFeedVideo,22,2018-04-28T15:00:58.000Z,1365422,21691,1508,5392,False,False,False
0GKC_nj7B44,18.07.05,Whitney Official Teaser Trailer | In Theaters July 6,RoadsideFlix,1,2018-04-27T13:01:25.000Z,537701,3715,139,517,False,False,False
ife5Zij94_E,18.16.05,Evanescence - Together Again (Official Audio),EvanescenceVEVO,10,2018-05-04T04:00:07.000Z,319217,14417,198,766,False,False,False
nkcy2nyPFDE,18.03.05,The Storytellers Reading to Cuba’s Cigar Factory Workers,Great Big Story,22,2018-04-19T06:00:01.000Z,183242,3130,67,163,False,False,False
FPHrWxxw9Is,18.02.02,Rita Ora Dined and Dabbed in Kensington Palace with Prince Harry,The Tonight Show Starring Jimmy Fallon,23,2018-02-01T14:00:01.000Z,175400,3000,134,208,False,False,False
Eq1BuMoTW7Q,18.07.02,We made BUTTERBEER from Harry Potter with sWooZie!,Feast Of Fiction,26,2018-02-02T23:00:03.000Z,157266,5707,191,894,False,False,False
ZT0CCaKDxjg,18.19.04,Welcome to Iowa,DuckSoss,23,2018-04-02T22:30:31.000Z,3027205,103879,5803,11630,False,False,False
rXbKeHAoA84,18.15.02,The Florida Project Should've Been Nominated,Nerdwriter1,24,2018-02-14T19:38:16.000Z,194790,18960,207,1193,False,False,False
V0HCZ4YGqbw,18.21.01,La de da de da de da de day oh,bill wurtz,22,2018-01-16T20:34:48.000Z,2808784,273721,5827,30684,False,False,False
akNs04ef_Co,18.01.02,I Read A Letter From My Younger Self,AmazingPhil,26,2018-01-25T20:46:40.000Z,810444,116122,611,9191,False,False,False
sBC9r4HuKu0,18.13.01,Stephen A. sides with Reggie Miller: Magic Johnson should speak up on LaVar Ball | First Take | ESPN,ESPN,17,2018-01-10T15:24:48.000Z,634197,4603,523,2799,False,False,False
APASP1YKH60,18.28.03,Real Doctor vs TV Doctor | Medical Drama Myths | Doctor Mike,Doctor Mike,22,2018-03-25T15:00:00.000Z,127541,14044,55,1884,False,False,False
n6gD02uqx5Q,18.02.02,Ant-Man and The Wasp Trailer Drops + Black Panther First Reactions - Movie Talk,ColliderVideos,24,2018-01-30T18:27:56.000Z,73761,2107,111,917,False,False,False
fp84YC6M-C0,18.14.03,Taste Hawaii’s Famous Mochi,Great Big Story,22,2018-03-08T17:00:11.000Z,321795,10684,50,530,False,False,False
4vl8-5udtII,18.11.03,Voice Activated Hot Dog Blaster,William Osman,28,2018-02-27T14:00:00.000Z,297845,17716,165,2448,False,False,False
Zo9rgbn0SMs,18.06.04,The Moment I Threw Your Toothbrush Away,Anna Akana,1,2018-04-05T16:00:08.000Z,170279,26441,297,1576,False,False,False
VioegwSjypk,18.07.01,한국 치맥 왕중왕전: 외국인 입맛에 제일 잘 맞는 한국 치킨은?!,영국남자 Korean Englishman,23,2018-01-03T11:31:18.000Z,1103504,26146,474,2890,False,False,False
xYtsL9znopI,18.21.02,Khalid & Normani - Love Lies (Official Video),KhalidVEVO,10,2018-02-16T14:00:09.000Z,3589995,196931,3717,10823,False,False,False
DdLYSziSXII,18.04.05,TWICE「Wake Me Up」Music Video,TWICE JAPAN OFFICIAL YouTube Channel,10,2018-04-24T15:00:03.000Z,9743350,369600,18754,32953,False,False,False
_feQprPLL98,17.03.12,Harry Styles - Kiwi - ARIA Awards 2017,HQVideoDude,10,2017-11-28T11:21:37.000Z,186722,9773,41,422,False,False,False
MnKbM9Zxtn8,17.30.12,Gringo - Official Redband Trailer [HD] | Amazon Studios,Amazon Studios,1,2017-12-20T15:52:04.000Z,107735,586,219,130,False,False,False
olOdCkYIsrA,17.08.12,How to Time Travel,Tech Insider,28,2017-12-02T22:00:05.000Z,210490,5793,204,1044,False,False,False
-KB5QbOS4s4,18.27.02,Lupita Nyong'o - Why Black Panther Is a Different Kind of Superhero Movie: The Daily Show,The Daily Show with Trevor Noah,23,2018-02-24T15:00:00.000Z,735146,21346,699,2466,False,False,False
6oIWl1jLE20,18.01.02,Slooh's Blue Supermoon Total Lunar Eclipse,Slooh,28,2018-01-31T16:25:47.000Z,269906,0,0,0,True,True,False
oD9XpUKD7y4,17.18.12,ARCADE Game On Your Watch? | 10 Strange Amazon Products,Matthias,28,2017-12-13T22:00:02.000Z,884366,21863,893,5629,False,False,False
FO_Ox_dH0M8,17.17.12,How Zero-G Planes Work,Tom Scott,27,2017-12-11T16:00:01.000Z,283505,14397,118,711,False,False,False
wJJqGh2HLM8,18.09.02,Hope Detector | Hyundai NFL Super Bowl LII,HyundaiUSA,2,2018-02-04T23:31:40.000Z,13449022,1028,2091,141,False,False,False
R_O5x0LNksM,18.29.03,The Voice 2018 Battle - Britton Buchanan vs. Jaclyn Lovey: Thinking Out Loud,The Voice,24,2018-03-27T01:59:56.000Z,1144377,18862,519,1348,False,False,False
8cpqLRC7T80,17.08.12,Fairy Lights Bedroom Makeover Goals! | Mr. Kate Decorates,Mr. Kate,26,2017-12-02T19:00:01.000Z,631310,35839,508,2310,False,False,False
sun1x0ANt-Y,18.12.01,BBC reporter mobbed by lemurs - BBC News,BBC News,15,2018-01-08T20:44:17.000Z,889856,8258,288,729,False,False,False
EFwa5Owp0-k,18.05.05,Not Everyone Should Code,PolyMatter,27,2018-04-20T15:00:01.000Z,594031,23586,1879,2638,False,False,False
6VJYkH1WfKc,18.02.03,All the best reactions to James Harden's nasty cross of Wesley Johnson | SportsCenter | ESPN,ESPN,17,2018-03-01T07:26:37.000Z,390622,3322,367,755,False,False,False
WAX8tyQnTpU,18.25.03,CURRENT GO TO MAKEUP ROUTINE  (No Foundation),KathleenLights,26,2018-03-20T04:00:01.000Z,573482,29641,531,2815,False,False,False
OWYKrIKMO1M,18.02.01,WE HAVE BECOME CHARACTERS IN A GAME!!!!,JOLLY,23,2017-12-22T11:40:25.000Z,207749,5660,131,502,False,False,False
ss6qQM054B0,18.08.01,Oprah Winfrey Golden Globes Cecil B. DeMille Award Acceptance Speech,Pop & Sports HQ,17,2018-01-08T03:24:55.000Z,305899,6967,494,1344,False,False,False
RggWMGU2iYw,17.10.12,CES 2018 Preview: Honda's New Robotics Concept,Honda,2,2017-12-07T11:00:03.000Z,61876,335,111,94,False,False,False
HD5PT7bvcis,18.07.01,16 Philly Cheesesteaks in 12 Hours. Which Is the Best? | Bon Appétit,Bon Appétit,26,2018-01-03T17:00:29.000Z,207602,4212,241,641,False,False,False
PgNAmWjInGk,18.19.04,Overwatch Seasonal Event | Overwatch Archives,PlayOverwatch,20,2018-04-10T17:41:24.000Z,1052193,27022,478,3486,False,False,False
ttf_EzEkxBk,17.15.11,"Roy Halladay Plane Crash Video, Witnesses Say He Was Showboating | TMZ Sports",TMZSports,17,2017-11-08T17:29:15.000Z,3505996,5934,3400,5162,False,False,False
NHZr6P1csiY,18.10.05,and the day goes on,bill wurtz,10,2018-04-25T20:25:13.000Z,2211005,185711,2458,15223,False,False,False
ALXiloyym0M,18.03.05,Motorizing a hand-cranked coffee grinder,Matthias Wandel,26,2018-04-27T11:30:01.000Z,180576,6814,174,994,False,False,False
dra9WRKpds8,18.13.01,"West Ham's Josh Cullen loses tooth after kick to the face, plays on | 2017-18 FA Cup Highlights",FOX Soccer,17,2018-01-07T17:02:28.000Z,47525,344,45,148,False,False,False
og3aFSeEm94,18.25.04,just SMACK IT.,CaseyNeistat,22,2018-04-20T15:47:24.000Z,1394524,54321,2372,6555,False,False,False
jr7W7smqXg4,18.06.02,WeatherTech Super Bowl® Commercial: American Factory,WeatherTech,2,2018-02-01T14:09:46.000Z,499248,1652,136,62,False,False,False
rXbKeHAoA84,18.16.02,The Florida Project Should've Been Nominated,Nerdwriter1,24,2018-02-14T19:38:16.000Z,294637,23062,274,1319,False,False,False
wamF2KUQKLA,18.19.05,Tina Fey Returns to SNL,Saturday Night Live,24,2018-05-16T18:14:46.000Z,331203,5637,291,500,False,False,False
VoUEz9yQJ8w,18.18.01,RAPID EYE MOVEMENT⎪Official Teaser Trailer,Tentmaker Pictures,1,2018-01-16T14:12:35.000Z,2511,0,0,3,False,True,False
0EQuVfP-vXs,17.02.12,All The Money In The World - TV Spot featuring Christopher Plummer,Trailers Promos Teasers,24,2017-11-29T07:54:36.000Z,180832,479,313,338,False,False,False
p2ZNmYnx7ds,18.09.03,UFC 222: Brian Ortega Octagon Interview,UFC - Ultimate Fighting Championship,17,2018-03-04T05:32:55.000Z,539142,5006,233,1977,False,False,False
nLXCutcsoKQ,18.11.06,'Roseanne' Cast and Crew React to Cancellation News,Entertainment Tonight,24,2018-05-30T03:13:23.000Z,1067281,4615,1835,7384,False,False,False
jzLlsbdrwQk,18.24.05,"$17 Pet vs. $100,000 Pet",BuzzFeedBlue,22,2018-05-13T15:00:57.000Z,5469857,96979,11222,11667,False,False,False
e5IRkF20JmU,17.30.11,REACTING to BTS Mic Drop! (MV),Wassabi Productions,24,2017-11-27T23:00:02.000Z,424563,24842,479,9946,False,False,False
fS2fsa1fuIw,18.24.03,"If It Fits, I Sits...",Cole and Marmalade,15,2018-03-15T22:37:28.000Z,909319,34915,355,2370,False,False,False
9d-Z7V5kZvQ,18.04.02,Olympian Simone Biles: Larry Nassar ‘Took A Part Of Me That I Can’t Get Back’ | Megyn Kelly TODAY,TODAY,25,2018-01-31T19:11:33.000Z,405333,4119,156,421,False,False,False
KksXbA66RQQ,18.08.05,The Voice 2018 Britton Buchanan - Top 11: Perfect,The Voice,24,2018-05-01T02:31:12.000Z,687823,12303,790,773,False,False,False
_qSW96a2aKY,17.15.11,Keith Urban - Female (Official Audio),Keith Urban,24,2017-11-08T05:01:25.000Z,878560,12961,1468,1788,False,False,False
ZUSPD9zOyJs,18.09.05,“Infinity War” Cast Reacts To Fan Tweets,BuzzFeed Celeb,22,2018-05-01T18:38:34.000Z,4862563,161031,2551,6930,False,False,False
U1RASlbIIVc,18.02.01,TERRIBLE $900 Party Trick – Jibo Review,Linus Tech Tips,28,2017-12-27T08:31:48.000Z,1286122,41131,1381,5125,False,False,False
EFwa5Owp0-k,18.22.04,Not Everyone Should Code,PolyMatter,27,2018-04-20T15:00:01.000Z,277150,12205,700,1323,False,False,False
hEnWzvzVMaA,18.24.04,FESTIVAL RAINBOW MAKEUP & LOOKBOOK,James Charles,24,2018-04-17T21:00:18.000Z,4460561,190263,9372,20066,False,False,False
GjwjzIFcX7U,18.17.02,Marvel Studios 10th Anniversary Announcement – Class Photo Video,Marvel Entertainment,24,2018-02-08T17:00:02.000Z,1752139,73546,573,5965,False,False,False
ffxKSjUwKdU,18.04.05,Ariana Grande - No Tears Left To Cry,ArianaGrandeVevo,10,2018-04-20T04:00:03.000Z,95093335,2735382,107750,221257,False,False,False
QgOXIEhHU1Y,18.13.06,"Diplo, French Montana & Lil Pump ft. Zhavia - Welcome To The Party (Official Video)",Diplo,10,2018-05-21T14:12:22.000Z,38968193,825540,24917,37795,False,False,False
cZYNADOHhVY,18.05.05,The Fable of the Dragon-Tyrant,CGP Grey,27,2018-04-24T13:02:43.000Z,1302445,112820,4217,17900,False,False,False
10ndJuFP1PY,18.28.03,Jimmy Kimmel Gets a Colonoscopy with Katie Couric,Jimmy Kimmel Live,23,2018-03-21T04:00:53.000Z,962530,13846,477,1170,False,False,False
2Z3yeFZyCjI,18.16.02,Trace Cyrus BRENDA official lyric video,Trace Cyrus,22,2018-02-15T03:41:55.000Z,76871,1722,258,217,False,False,False
QXcbVHFE2bo,17.18.12,How-To Make Chocolate Mousse with Matty Matheson,Munchies,24,2017-12-12T12:00:02.000Z,442698,14407,229,582,False,False,False
cmoknv58jjE,17.16.11,FLIPPING OVER SUPERCAR! *GONE VERY WRONG*,Tanner Braungardt,22,2017-11-14T21:00:02.000Z,1803724,57470,5261,7483,False,False,False
PGRcxXLfWrM,18.22.04,SCUBA DIVING IN POND FOR TREASURE!! (I FOUND IT!),Carter Sharer,24,2018-04-15T15:37:52.000Z,4046569,79615,14110,12779,False,False,False
Ew-3-8itpjc,18.11.02,How to Make 29 Handmade Pasta Shapes With 4 Types of Dough | Handcrafted | Bon Appétit,Bon Appétit,26,2018-02-07T17:45:37.000Z,452541,17393,188,859,False,False,False
BQ31l1gPGKM,18.28.02,J. Balvin - Ahora,jbalvinVEVO,10,2018-02-26T05:00:01.000Z,15474680,320810,10778,17685,False,False,False
YbQ-NgaCntk,18.22.02,Kathy Bates Slides Into “That’s What I Like” by Bruno Mars | Lip Sync Battle Preview,Lip Sync Battle,24,2018-02-19T15:00:18.000Z,234986,3138,109,186,False,False,False
UUkn-enk2RU,18.04.05,Marvel Studios' Ant-Man and The Wasp - Official Trailer,Marvel Entertainment,24,2018-05-01T14:02:27.000Z,14595707,398880,7600,29098,False,False,False
n5LoVcVsiSQ,18.21.04,OCEAN'S 8 - Official Main Trailer,Warner Bros. Pictures,24,2018-04-12T16:00:27.000Z,8726644,33241,16833,7862,False,False,False
oRexsyztGS0,18.19.05,Exciting iPhone 11 Leaks & Round Apple Watch!,EverythingApplePro,24,2018-05-13T18:29:09.000Z,1197314,23420,1475,3942,False,False,False
teA0Z7ltRSY,17.24.12,Apple Sued Over Slowing Down iPhones,CBS New York,25,2017-12-22T04:31:29.000Z,27473,670,24,446,False,False,False
Q32uEd5KF2k,18.16.02,Kris Jenner Grills Scott Disick About Dating Sofia Richie -- Watch!,Entertainment Tonight,24,2018-02-09T20:28:00.000Z,14768,93,16,27,False,False,False
jr8L_hJcCM4,18.23.02,Oprah Shocks Superfan Tiffany Haddish,TheEllenShow,24,2018-02-22T14:00:13.000Z,1696551,48689,571,2195,False,False,False
GpbMbBNP-NI,18.24.03,Sephora Beauty Haul,Nicole Guerriero,26,2018-03-18T23:59:22.000Z,301290,13822,563,1518,False,False,False
RlSzahonkTk,17.25.12,Little Mix - Nothing Else Matters (Glory Days Tour),littlemixVEVO,10,2017-12-20T16:00:03.000Z,1468099,137548,1264,7044,False,False,False
x2u-KEex34A,18.20.01,Stephen Curry 2018 All-Star Captain | Best Highlights 2017-2018,NBA,17,2018-01-18T23:19:04.000Z,330303,5217,190,799,False,False,False
zg4Xg7_u3sE,18.03.05,Do Surgical Masks Really Protect You from the Flu?,SciShow,27,2018-04-28T21:00:06.000Z,144252,5926,384,621,False,False,False
z3EN0dyR7W0,18.08.02,The exact moment the Eagles won Super Bowl 2018,NJ.com,25,2018-02-05T03:27:40.000Z,547018,3558,399,1291,False,False,False
2mrOcJNPxEc,17.29.11,Prince Harry And Meghan Markle Are Engaged And Royal Wedding Set For Spring | TODAY,TODAY,25,2017-11-27T13:50:01.000Z,204915,1179,421,1025,False,False,False
K5lmXgKi6V0,18.10.06,"Sandra Bullock, Sarah Paulson & Awkwafina's Secret Skills",The Late Late Show with James Corden,24,2018-06-08T08:35:00.000Z,462744,7368,315,329,False,False,False
AFbu21AGSho,18.25.05,Watch a Hercules Beetle Metamorphose Before Your Eyes | Nat Geo Wild,Nat Geo WILD,15,2018-05-22T12:00:00.000Z,141476,4148,123,619,False,False,False
5MtBgDVPtx0,17.06.12,STAR WARS in Public,RackaRacka,24,2017-11-28T16:36:59.000Z,1300011,94279,1006,6958,False,False,False
zslYmBRhdOM,17.12.12,It's Ok To Feel Sad At Christmas // Vlogmas Day 7,Jessica Kellgren-Fozard,22,2017-12-07T19:15:06.000Z,27619,2999,33,751,False,False,False
mQ055hHdxbE,18.05.06,John Mayer - New Light (Premium Content!),John Mayer,10,2018-05-24T13:42:02.000Z,4326567,154983,3203,12775,False,False,False
oWdLorlbhfU,18.26.02,Tia's Goodbye- Bachelor,Bachelor Nation on ABC,24,2018-02-20T06:00:01.000Z,116472,252,398,343,False,False,False
JdHhNxedKs4,18.14.02,Does Melania Trump Like Cecily Strong’s SNL Impersonation? | WWHL,Watch What Happens Live with Andy Cohen,24,2018-02-08T05:57:58.000Z,96835,264,318,78,False,False,False
Mn-3c6of8t8,17.16.11,How to be an Aquarius,Sailor J,24,2017-11-15T13:29:28.000Z,42571,3557,147,693,False,False,False
AsTdC2RToIA,18.30.03,I Followed A James Charles' Makeup Tutorial,LaurDIY,26,2018-03-25T16:00:01.000Z,1752405,78952,876,8947,False,False,False
Lwfhn_MiTTg,17.07.12,"DIY ALL OF THE LIGHTS Paper Cut Light Box Art, BEST ART THAT HAS EVER BEEN MADE",Corinne Leigh,22,2017-11-30T02:59:20.000Z,487593,38961,285,2656,False,False,False
A0FZIwabctw,18.12.03,Falcon Heavy & Starman,SpaceX,28,2018-03-11T01:30:44.000Z,2053689,104133,1121,6493,False,False,False
2aQykuIaJVI,18.20.03,Lin-Manuel Miranda & Ben Platt Found Tonight [Official Video],Atlantic Records,10,2018-03-19T13:00:46.000Z,778600,57284,924,4536,False,False,False
K5lmXgKi6V0,18.13.06,"Sandra Bullock, Sarah Paulson & Awkwafina's Secret Skills",The Late Late Show with James Corden,24,2018-06-08T08:35:00.000Z,688984,9970,444,391,False,False,False
x9e_8zRuuO8,18.26.04,Kali Uchis - Isolation ALBUM REVIEW,theneedledrop,10,2018-04-13T19:34:51.000Z,229374,8025,229,1379,False,False,False
-oXybog2IuI,17.16.11,24 Facts about Koalas - mental_floss List Show Ep. 522,Mental Floss,27,2017-11-15T16:00:00.000Z,21740,979,5,93,False,False,False
j4KvrAUjn6c,18.05.06,WE MADE OUR MOM CRY...HER DREAM CAME TRUE!,Lucas and Marcus,24,2018-05-13T18:03:56.000Z,9581434,152552,20232,24353,False,False,False
UQHSK-kgONk,17.29.11,Portugal. The Man - Feel It Still [2017 American Music Awards Performance],Portugal. The Man,10,2017-11-21T18:50:21.000Z,279046,5342,83,342,False,False,False
266EI7hdjFs,17.08.12,Jurassic World: Fallen Kingdom - Trailer Thursday (Run) (HD),Universal Pictures,24,2017-12-04T00:41:00.000Z,7080039,63371,5261,10668,False,False,False
DTErM4uuPdc,18.23.01,Brad Makes Honey | It's Alive | Bon Appétit,Bon Appétit,26,2018-01-18T17:03:27.000Z,280463,9356,112,788,False,False,False
6PXz2gNNR9o,18.09.01,Chappell Roan - Die Young [Music Video],Chappell Roan,10,2018-01-04T17:09:23.000Z,40775,257,2,33,False,False,False
au8QGTiPhEw,18.12.06,Azealia Banks - Anna Wintour,AzealiaBanksVEVO,10,2018-05-24T15:59:22.000Z,2508532,89350,12200,15611,False,False,False
UUkn-enk2RU,18.07.05,Marvel Studios' Ant-Man and The Wasp - Official Trailer,Marvel Entertainment,24,2018-05-01T14:02:27.000Z,17333594,424200,8671,30690,False,False,False
p2EY93WfBQk,17.16.11,Is the Morphe 3502 Palette Worth the Hype? | Jackie Aina,Jackie Aina,26,2017-11-14T21:03:47.000Z,290124,23472,483,2308,False,False,False
WhJIUtMK1tU,17.23.12,The Rock’s Make a Wish Surprise,The Rock,24,2017-12-22T11:30:01.000Z,47974,4461,31,410,False,False,False
XGd1dq1BatM,18.31.03,"Halsey - Alone (Audio) ft. Big Sean, Stefflon Don",HalseyVEVO,10,2018-03-15T22:00:01.000Z,2986867,89221,1907,3327,False,False,False
-4s2MeUgduo,18.02.04,The Weirdest Mystery Tech Yet...,Austin Evans,28,2018-03-20T15:44:52.000Z,433326,49550,624,1452,False,False,False
PGH1V_yZq7k,18.18.01,"Helen Mirren, Donald Sutherland Talk Oscars Honor, #TimesUp Movement, Golden Globes & More",The View,24,2018-01-12T16:57:13.000Z,150617,1315,395,247,False,False,False
enH3xA4mYcY,18.23.03,SORRY TO BOTHER YOU | Official Trailer,Annapurna Channel,1,2018-03-11T21:59:46.000Z,2083009,8219,285,609,False,False,False
KWM4DVRrdaA,18.04.01,My experience with Netflix,PsychoSoprano,23,2017-12-31T01:03:57.000Z,790868,51555,1115,8403,False,False,False
4ZO-jde2smo,18.10.05,Grace VanderWaal Watches Fan Covers On YouTube | Glamour,Glamour Magazine,24,2018-04-26T20:45:14.000Z,868664,29827,371,1753,False,False,False
npcqBt_e4k0,17.29.11,Sesame Street: Sharing Things (Stranger Things Parody),Sesame Street,24,2017-11-23T05:00:03.000Z,511686,5998,147,549,False,False,False
kton-qrKNLc,18.08.03,Meghan Trainor - No Excuses,MeghanTrainorVEVO,10,2018-03-01T13:00:05.000Z,8368595,261615,21536,19114,False,False,False
jTap34G5TFU,18.08.03,MY FIRST NIGHT FILMING ALONE IN LA!,Molly Burke,22,2018-02-27T18:30:00.000Z,79262,4383,155,927,False,False,False
E_86MEdNsAI,17.16.11,DISNEY SENT MICKEY MOUSE TO MY HOUSE!,Brian Hull,24,2017-11-14T19:48:51.000Z,91701,5930,70,743,False,False,False
D_CZ8v9uZJY,18.09.05,FULL FACE OF MAKEUP IM THROWING OUT 2018,Laura Lee,26,2018-05-02T19:19:15.000Z,1081075,54096,1118,100166,False,False,False
bcHh116rcV0,17.17.12,Red Apron | The Cuddle Squad,The Cuddle Squad,23,2017-12-11T18:37:58.000Z,93102,1192,176,123,False,False,False
gDXwhHm4GhM,18.30.04,Everything Wrong With Thor Ragnarok In 15 Minutes Or Less,CinemaSins,1,2018-04-24T15:58:37.000Z,3578593,73221,8208,9624,False,False,False
irHqI9fUc4I,18.06.06,France's Migrant Hero - Between the Scenes | The Daily Show,The Daily Show with Trevor Noah,23,2018-05-31T02:15:02.000Z,556329,16129,685,845,False,False,False
Su9Mns6fWV8,18.26.02,If The Walking Dead Theme Had Lyrics (Parody),The Warp Zone,23,2018-02-22T18:00:02.000Z,63660,3980,72,298,False,False,False
Js04hvdVUA8,18.14.06,Madden NFL 19 – Official Reveal Trailer,EA SPORTS,20,2018-06-09T18:42:53.000Z,1045841,13445,3035,3851,False,False,False
7wDUrQAaYsM,18.08.05,"Enrique Iglesias, Pitbull - MOVE TO MIAMI (Lyric Video)",EnriqueIglesiasVEVO,10,2018-05-03T12:00:01.000Z,2448853,70436,3197,3888,False,False,False
9jRtpMKLsts,18.14.06,"Pokémon: Let's Go, Pikachu! and Pokémon: Let's Go, Eevee! Trailer",The Official Pokémon YouTube channel,20,2018-05-30T01:22:17.000Z,9992803,230507,24911,60041,False,False,False
HDYJVmoWoyA,18.12.05,Just Like You Left It,Studio C,23,2018-05-08T22:00:03.000Z,420907,10945,1022,1182,False,False,False
VLxl1UeuwHY,18.14.02,GOD LEVEL Street Food in Mexico - Sandwich NINJA with SUPER FAST Cutting Skills + Mexican Chicken,The Food Ranger,19,2018-02-10T15:00:03.000Z,1313620,24074,1159,4888,False,False,False
rrwd2_UkmNw,18.02.04,How To Break Your Bad Habit,AsapSCIENCE,28,2018-03-27T17:00:08.000Z,743676,26191,563,1491,False,False,False
NjMd89dggAk,18.11.06,Shawn Mendes - In My Blood (Live From The Billboard Music Awards / 2018),ShawnMendesVEVO,10,2018-05-21T16:40:16.000Z,566069,25078,1078,879,False,False,False
kCg5D8KMqk4,18.06.03,MY EVERYDAY MAKEUP ROUTINE,LaurDIY,26,2018-02-21T23:00:04.000Z,1002821,46757,710,9640,False,False,False
xLtYmhj-0Kg,18.18.02,First-Ever Footage of Cobra Kai - The Karate Kid saga continues,Cobra Kai,24,2018-02-15T17:00:01.000Z,2562213,20385,1893,3214,False,False,False
jGiqc3HSxEg,17.16.11,A Study of So Bad It's Good Movies,Now You See It,27,2017-11-13T15:30:01.000Z,232532,11933,231,607,False,False,False
WIWb8f1WIyQ,17.29.12,"PART 1 | Gwen Stefani with Blake Shelton | Instagram | December 24, 2017 | Christmas Eve with family",Famous Celebrities Snaps,2,2017-12-25T03:08:33.000Z,466398,0,0,780,False,True,False
y3qfeoqErtY,18.20.02,How Overnight Shipping Works,Wendover Productions,24,2018-02-13T15:30:05.000Z,1803655,48343,777,3165,False,False,False
MHh9NWCR_ts,18.23.03,What just happened,Lenarr Young,23,2018-03-19T02:48:50.000Z,574842,41851,808,4161,False,False,False
oCXvPWJClJg,18.19.04,"Nicki Minaj: Cardi B, Migos & 'MotorSport' | Beats 1 | Apple Music",Beats 1 on Apple Music,10,2018-04-13T05:34:06.000Z,2920589,68517,5355,18079,False,False,False
ZB7_1CoKntI,17.22.12,Giving Myself Tape In Hair Extensions,JennaMarbles,23,2017-12-21T14:14:16.000Z,1529801,134986,642,8941,False,False,False
MvFcY9rTPx8,18.19.01,Michigan Meteor Jan 16 2018,Mike Austin,25,2018-01-17T01:35:40.000Z,4811863,39210,3130,0,True,False,False
IbmvDn6I6sI,17.17.12,Operation Redwing - Kickapoo 35735,Lawrence Livermore National Laboratory,28,2017-12-14T15:59:41.000Z,30361,26,4,6,False,False,False
